customer_id,age,salary,purchase_amount,order_count,rating
C046,27.801557916052914,1234546.8615331932,44982.481462385775,6,3.7896810689873597
C047,30.393612290402125,628914.7867365754,42875.82033258566,2,2.189396029490203
C048,45.57122226218915,603863.016074717,40200.06151139432,4,4.697584781506121
C049,38.43618289568462,1156582.4696850693,76481.81360421646,7,4.884232980661471
C050,17.36959844637266,1089095.4019699558,56074.725664414334,6,4.777065956453736
C051,38.24083969394795,1075147.855103763,31086.740684974324,5,2.896856866629855
C052,31.149177195836835,1103934.4628490927,63767.92920582164,4,4.448170603957253
C053,28.230779996940413,795992.5835264528,81832.3429551895,3,4.378197594140282
C054,41.11676288840868,1069676.1091483012,65486.97890826721,3,2.2764018929730225
C055,45.30999522495951,1087921.7419896044,27209.4505106898,7,4.315661896602709
C056,44.31280119116199,785694.5745920896,42736.48890700623,7,1.1480305388619705
C057,26.607824767773614,1559732.353343427,69003.66723779934,6,3.385079513928212
C058,31.907876241487855,1142149.8762735364,39384.958015718286,6,1.9200353491508122
C059,38.31263431403564,642608.9508392054,56657.291422193426,7,1.4822675431091152
C060,44.75545127122359,1196966.082590149,61619.510801440054,8,1.3078128065168366
C061,30.2082576215471,707595.4989318035,36096.04292632875,6,3.785155103512559
C062,33.14341023336183,1236125.3811227356,49107.119659072996,3,2.3594998550722646
C063,23.936650259939718,1347578.6737022214,1380.9898989639114,7,3.899067086115046
C064,23.037933759193294,753795.3044944869,34634.185379985654,5,1.2614253631957695
C065,43.125258223941984,1289012.8387732967,46211.4777291026,5,2.2611613513224413
C066,48.56240028570823,1123834.2780809496,31283.252270527257,7,3.157965169501349
C067,34.27989878419666,1246618.047998347,74486.16955897454,4,4.162892659355855
C068,45.03532897892024,1569037.8947961843,28547.87933059051,9,2.2750100117282797
C069,38.61636025047634,926383.5651991388,43399.332699545244,4,3.5035655057480364
C070,28.548802453948756,773879.1506927531,51961.10865929137,5,4.543910992944749
C071,38.61395605508414,733145.671112343,71619.09933599173,2,3.4634527527292183
C072,50.38036566465969,755256.9145103685,28462.06773230841,6,1.931837899014535
C073,34.64173960890049,976869.4871757687,67447.45628232439,3,1.097603126226152
C074,50.64643655814006,1102345.592444993,50153.4959152938,6,4.4803954956037195
C075,8.802548959102555,1083007.2397990057,35277.37023428074,2,1.0850776434015486
C076,43.21902504375224,1248154.9747108072,56931.55211394906,3,4.498806690736798
C077,35.870470682381715,1003900.5675633721,52985.895433602054,5,3.115748536108848
C078,32.009926495341325,1436060.223147195,40996.74684261808,3,4.756270794051584
C079,35.91760776535502,920602.9500286132,51047.031274850284,4,4.195132943094661
C080,15.124310853991073,1816050.7499768855,44220.2960470736,5,4.99173644213335
C081,32.80328112162488,1187700.2043295018,51702.76017876872,6,2.4028472618068406
C082,38.57112571511746,742852.7330751152,59931.9601178157,3,4.068753155724508
C083,49.77894044741516,678732.2505816664,73790.25224218029,3,2.6077236544369686
C084,29.817297817263526,1144741.7245729556,31432.767517597265,4,2.9195024812156354
C085,26.915063971068122,932961.1644022447,81995.500619844,5,3.5100218528734803
C086,29.982429564154636,1214200.1482276276,20718.68300716247,4,4.4947084567453555
C087,44.15402117702074,1141971.2873720634,47723.22357446625,2,4.93633387679718
C088,38.287511096596845,978151.3262029382,58824.75809726865,6,4.073093655458073
C089,29.702397962329613,745961.8845794785,54214.87801602549,6,2.671067128669335
C090,40.13267433113356,545545.8325942405,40659.50720269109,8,2.6854280091082807
C091,35.9707754934804,866045.5143798937,46878.16624464087,1,3.950329206355566
C092,44.68644990532889,1256919.6382970416,42604.985980117504,6,1.9551085830732093
C093,27.979469061226474,1064228.123239061,41159.52864583683,2,1.4418964525255786
C094,31.723378534022316,626278.3663864036,62744.03145531537,5,2.418488630563106
C095,31.078918468678424,1051954.2777553545,55355.23228947571,2,2.148955966616327
C096,20.364850518678814,1115595.213918651,39606.35607109019,6,2.1852324818239603
C097,37.96120277064576,734842.76913966,63493.99813149876,4,1.9344310041996398
C098,37.610552721798896,1046117.5317836583,54609.49281314914,3,1.1683727585454475
C099,35.05113456642461,1017462.6155338,62192.931782584405,5,1.0714957389336552
C100,32.65412866624853,657108.910650813,59444.432628854185,6,4.950889558944127
